directory,file_name,variable_name,variable_type,description
data/,drillingdata.rda,formation_name,character,The name of the geological formation encountered during drilling.
data/,drillingdata.rda,index_4,numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,hole_depth_1,numeric,The depth of the hole for the first section of drilling (in meters).
data/,drillingdata.rda,discharge_rate_1,numeric,The discharge rate of water from the borehole (in liters per minute or other units).
data/,drillingdata.rda,discharge_measurement_method,character,The method used to measure the discharge rate of the borehole.
data/,drillingdata.rda,ec_ms_cm_1,numeric,The electrical conductivity of the water at the first measurement point (in mS/cm).
data/,drillingdata.rda,tds_mgl_1,numeric,The total dissolved solids (TDS) in the water at the first measurement point (in mg/L).
data/,drillingdata.rda,ph_1,numeric,The pH of the water at the first measurement point.
data/,drillingdata.rda,temp_celcius_1,numeric,The temperature of the water at the first measurement point (in °C).
data/,drillingdata.rda,comments_1,character,"Comments related to the first measurement point (e.g., water quality, observations)."
data/,drillingdata.rda,borehole_depth_miters,numeric,The total depth of the borehole (in meters).
data/,drillingdata.rda,water_level,numeric,The water level in the borehole after drilling (in meters).
data/,drillingdata.rda,measurement_date,character,"The date when measurements were taken for water level, discharge, etc."
data/,drillingdata.rda,borehole_suitable_further_use,character,"Whether the borehole is suitable for further use (e.g., for a pump, additional development)."
data/,drillingdata.rda,installation_design_available,character,Whether a design is available for installing equipment in the borehole.
data/,drillingdata.rda,design_agreed_by_driller,character,Whether the design was agreed upon by the driller.
data/,drillingdata.rda,date_casing_installation,character,The date when the casing was installed in the borehole.
data/,drillingdata.rda,materials_meet_standards,character,Whether the materials used in the drilling process meet established standards.
data/,drillingdata.rda,materials_pre_inspected,character,Whether the materials used in the drilling process were pre-inspected.
data/,drillingdata.rda,Index (8),numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,inner_diameter,numeric,The inner diameter of the casing (in millimeters).
data/,drillingdata.rda,outer_diameter,numeric,The outer diameter of the casing (in millimeters).
data/,drillingdata.rda,material_1,character,The material used for the first section of the casing.
data/,drillingdata.rda,slot_aperture,numeric,The size of the slot aperture in the casing (in millimeters).
data/,drillingdata.rda,end_cap_fitted,character,Whether an end cap was fitted to the casing.
data/,drillingdata.rda,centralisers_fitted,character,Whether centralizers were fitted in the borehole casing.
data/,drillingdata.rda,casing_connection_type,character,"The type of connection used for the casing segments (e.g., threaded, welded)."
data/,drillingdata.rda,index_9,numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,depth_from_4,numeric,The starting depth (in meters) for the fourth drilling operation.
data/,drillingdata.rda,depth_to_4,numeric,The ending depth (in meters) for the fourth drilling operation.
data/,drillingdata.rda,casing_inner_diameter,numeric,The inner diameter of the casing (in millimeters).
data/,drillingdata.rda,casing_material,character,The material of the casing used for the borehole.
data/,drillingdata.rda,casing_material_strength,character,The strength of the casing material used in the borehole.
data/,drillingdata.rda,slotted,character,Indicates whether the casing is slotted for water entry.
data/,drillingdata.rda,gravel_pack_clean,character,Indicates whether the gravel pack is clean and free of contaminants.
data/,drillingdata.rda,gravel_pack_quality,character,The quality of the gravel pack used in the borehole.
data/,drillingdata.rda,index_10,numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,depth_from_5,numeric,The starting depth (in meters) for the fifth drilling operation.
data/,drillingdata.rda,depth_to_5,numeric,The ending depth (in meters) for the fifth drilling operation.
data/,drillingdata.rda,gravel_min_grain_size,numeric,The minimum grain size of the gravel used in the pack (in millimeters).
data/,drillingdata.rda,gravel_max_grain_size,numeric,The maximum grain size of the gravel used in the pack (in millimeters).
data/,drillingdata.rda,gravel_pack_final_level,numeric,The final level of the gravel pack after installation (in meters).
data/,drillingdata.rda,static_water_level_pre_dev,numeric,The static water level before development work begins (in meters).
data/,drillingdata.rda,index_11,numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,duration,numeric,The total duration of the drilling process (in hours or days).
data/,drillingdata.rda,method,character,"The method used for the drilling process (e.g., rotary, percussion)."
data/,drillingdata.rda,index_12,numeric,An index value for referencing in the dataset.
data/,drillingdata.rda,time,numeric,The amount of time taken for specific drilling operations (in minutes).
data/,drillingdata.rda,lift_depth,numeric,The depth at which the lift occurs during the drilling operation (in meters).
data/,drillingdata.rda,discharge_rate,numeric,The discharge rate of water from the borehole at a later measurement point (in liters per minute).
data/,drillingdata.rda,ec_ms_cm_3,numeric,The electrical conductivity of the water at a later measurement point (in mS/cm).
data/,drillingdata.rda,tds_mg_l_2,numeric,The total dissolved solids (TDS) in the water at a later measurement point (in mg/L).
data/,drillingdata.rda,ph_3,numeric,The pH of the water at a later measurement point.
data/,drillingdata.rda,temp_c_2,numeric,The temperature of the water at a later measurement point (in °C).
data/,drillingdata.rda,turbidity_ntu,numeric,The turbidity of the water (cloudiness) measured in NTU (Nephelometric Turbidity Units).
data/,drillingdata.rda,sediment,character,The amount or type of sediment in the water at a later measurement point.
data/,drillingdata.rda,static_water_level_post_dev,numeric,The static water level after development work is done (in meters).
data/,drillingdata.rda,final_borehole_design_summary,character,"A summary of the final borehole design, including all technical and engineering details."
